condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,3,21,2200,15.173524408310083,0.828987461368889,13.713594362117865
dynamic_constant,3,22,2300,15.034219457877617,0.7854626664621627,13.700000000000001
dynamic_constant,3,23,2400,14.946597257170016,0.7759220590607828,13.239607805437114
dynamic_constant,3,24,2500,14.87888307530859,0.8901466364859139,12.866190378969058
dynamic_constant,3,25,2600,14.743629350187796,0.8124994026167499,12.841640786499873
dynamic_constant,3,26,2700,14.933698583635655,0.906748713343688,12.841640786499873
dynamic_constant,3,27,2800,14.791080401023201,0.8135648443581937,12.841640786499873
dynamic_constant,3,28,2900,15.135998319379517,1.0304988764802736,12.841640786499873
dynamic_constant,3,29,3000,14.932182609343664,0.9395705389290273,12.841640786499873
dynamic_constant,3,30,3100,15.057941585300302,0.9839538277790645,12.841640786499873
dynamic_constant,3,31,3200,15.073431284225965,0.9458128985033696,12.841640786499873
dynamic_constant,3,32,3300,14.775284161983034,0.7966302224395263,12.841640786499873
dynamic_constant,3,33,3400,14.821446497832074,0.7865491744919976,12.841640786499873
dynamic_constant,3,34,3500,14.816406713456736,0.9098634055194819,12.841640786499873
dynamic_constant,3,35,3600,15.049919543095129,0.9119703766667745,12.841640786499873
dynamic_constant,3,36,3700,15.113336736930695,1.0307329904058824,12.841640786499873
dynamic_constant,3,37,3800,15.004374518651252,0.951275088176289,12.841640786499873
dynamic_constant,3,38,3900,15.103118612391052,1.0810359080251193,12.840967364599086
dynamic_constant,3,39,4000,15.008329155542722,1.0893081680180376,12.840967364599086
dynamic_constant,3,40,4100,14.858187215803405,0.8397907969595677,12.840967364599086
dynamic_constant,3,41,4200,15.003336799311285,0.9621784752309241,12.840967364599086
dynamic_constant,3,42,4300,14.874853983404341,1.0909234241618488,12.840967364599086
dynamic_constant,3,43,4400,15.025348728436036,1.1805542593931275,12.840967364599086
dynamic_constant,3,44,4500,15.173308057105864,1.2530311731570822,12.840967364599086
dynamic_constant,3,45,4600,14.914651280487995,0.9363437620021857,12.840967364599086
dynamic_constant,3,46,4700,14.869566476748322,0.8868217290735699,12.840967364599086
dynamic_constant,3,47,4800,15.00450842147478,1.0180481628496378,12.840967364599086
dynamic_constant,3,48,4900,14.927765664581738,1.0338296615591085,12.840967364599086
dynamic_constant,3,49,5000,14.837758668587123,0.8024614126938481,12.840967364599086
dynamic_constant,3,50,5100,14.831475639700137,0.8825237193299493,12.840967364599086
dynamic_constant,4,0,100,20.62285607058501,0.9788764107966168,17.880624847486573
dynamic_constant,4,1,200,20.231452688451785,3.101912258886505,16.057583690279024
dynamic_constant,4,2,300,18.394870170744937,2.0705147395034396,15.263976744055029
dynamic_constant,4,3,400,17.47523200315901,1.2001085563508893,15.174021572639983
dynamic_constant,4,4,500,16.83212553443897,0.8890544038917074,14.917935662402835
dynamic_constant,4,5,600,16.52195044522326,1.0202342855324125,14.891924966748062
dynamic_constant,4,6,700,16.199801992752224,0.8197158195941775,14.423538406167134
dynamic_constant,4,7,800,16.246319714763512,0.91563929642243,14.423538406167134
dynamic_constant,4,8,900,16.202167413156232,1.1159686617941875,14.241653005427766
dynamic_constant,4,9,1000,16.20501962930208,0.9596570200396874,14.241653005427766
dynamic_constant,4,10,1100,16.198820933847017,1.1106900340766925,14.241653005427766
dynamic_constant,4,11,1200,16.08621117279938,0.8393417896184362,14.241653005427766
dynamic_constant,4,12,1300,15.87418560154432,1.0819428646792975,14.241653005427766
dynamic_constant,4,13,1400,15.754008344842186,0.7903802407559867,13.63901391331568
dynamic_constant,4,14,1500,15.734683543674366,0.8243809767235708,13.63901391331568
dynamic_constant,4,15,1600,15.670124948019058,0.9378134730814809,13.63901391331568
dynamic_constant,4,16,1700,15.509616303600389,0.7842512547285171,13.63901391331568
dynamic_constant,4,17,1800,15.397645421591811,0.7833927450304276,13.63901391331568
dynamic_constant,4,18,1900,15.371534196252338,0.7598688054749659,13.63901391331568
dynamic_constant,4,19,2000,15.251195770789325,0.592197955148242,13.63901391331568
dynamic_constant,4,20,2100,15.25314925481362,0.7390379830079614,13.63901391331568
dynamic_constant,4,21,2200,15.135010623304229,0.7131777505808213,13.622611077089287
dynamic_constant,4,22,2300,15.146106790979719,0.72792834849821,13.622611077089287
dynamic_constant,4,23,2400,15.219882691033144,0.7478787682474071,13.622611077089287
