condition,runs,mean,std,median,min,max
dynamic_constant,20,12.801965681043779,0.287214461970641,12.801920240520264,12.200000000000001,13.380624847486569
dynamic_exponential,20,12.853572731949672,0.383350549661849,12.838046165164169,12.22736184954957,13.557583690279023
random_search,20,17.126858442608913,0.23541832306095384,17.2,16.378232998312527,17.460232526704264
