condition,runs,mean,std,median,min,max
dynamic_constant,20,12.660647195434448,0.25579571132797646,12.585889894354068,12.18309518948453,13.35870331449229
dynamic_exponential,20,12.540609431897376,0.1861281794739612,12.576385916194706,12.207106781186548,12.889897948556635
random_search,20,16.78142899647282,0.1761740378055264,16.763638767974463,16.474165738677396,17.112403840463596
